,Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
1109,49,Male,34043.348036989875,9,Beauty,6.2995056361106805,No,2,No
1110,58,Male,134850.4191881879,12,Electronics,33.37801169651769,No,3,Yes
1111,31,Female,47872.8427891114,5,Beauty,40.87766474698243,Yes,2,Yes
1112,47,Female,145165.34641962335,2,Electronics,12.150153938299333,No,0,No
1113,25,Female,96745.19975964048,5,Clothing,37.82269178269361,No,0,No
1114,45,Female,46170.57401691632,9,Home Goods,27.36023691398448,No,0,No
1115,41,Female,112003.77553477856,18,Electronics,12.183775003679488,Yes,3,Yes
1116,42,Female,68609.73611166577,12,Beauty,23.39636203045161,Yes,5,Yes
1117,20,Female,123037.36511748984,10,Beauty,48.13796516223066,No,2,Yes
1118,41,Female,64051.8844140377,18,Electronics,16.152972225785927,Yes,0,No
1119,32,Female,43609.81580835834,12,Sports,40.32502407533764,Yes,5,Yes
1120,61,Female,83180.06419368839,8,Beauty,20.33708632787156,Yes,3,Yes
1121,66,Male,69966.15500813753,7,Clothing,14.801446425983707,No,3,No
1122,65,Male,124199.82454478864,14,Beauty,59.69172231986046,No,5,Yes
1123,62,Female,86645.11790885688,6,Home Goods,58.72151765295762,Yes,1,Yes
1124,36,Male,27738.21104521032,1,Electronics,22.334831787097983,No,0,No
1125,28,Female,91055.02846419832,20,Home Goods,47.96194028643584,Yes,3,Yes
1126,42,Male,74762.24692822936,15,Beauty,21.37060857136613,No,2,No
1127,25,Female,141280.23213405738,0,Sports,18.041525454173296,No,1,No
1128,22,Female,69467.30228308629,20,Home Goods,22.847290920037747,Yes,0,Yes
1129,68,Male,52087.1029962473,2,Electronics,59.01984600717378,No,3,No
1130,66,Female,141127.98352626612,0,Clothing,1.1288644285776774,No,3,No
1131,28,Male,143620.71728533128,0,Sports,25.581526207411283,No,3,No
1132,25,Male,99811.36601880802,4,Home Goods,13.38516469913504,No,4,No
1133,54,Male,86646.80437433414,10,Electronics,12.741666370496109,No,2,No
1134,39,Male,143600.45200507395,19,Clothing,5.721077915703081,Yes,5,Yes
1135,43,Male,144286.12866955128,5,Sports,38.391491144229846,No,4,No
1136,56,Female,69481.02815195541,17,Electronics,11.065466352677015,No,0,No
1137,65,Male,140429.73887491127,18,Home Goods,39.95981400033353,No,4,Yes
1138,24,Female,146187.95090326673,13,Sports,39.5905756243891,Yes,1,No
1139,18,Female,111861.88308423223,5,Home Goods,31.027565079547887,Yes,3,No
1140,56,Female,108429.61129708592,20,Home Goods,29.53090055652818,No,1,No
1141,62,Male,83471.34781283117,0,Sports,41.67561089840815,No,4,No
1142,68,Male,124514.60598182764,5,Beauty,38.16247161080756,No,4,No
1143,37,Female,111293.63958411636,18,Electronics,31.78099628064818,No,4,Yes
1144,67,Male,40127.71963770358,16,Sports,51.17533977305676,No,5,Yes
1145,24,Female,82795.1606826557,13,Electronics,35.98597935707849,Yes,3,Yes
1146,34,Male,21573.40518089397,0,Sports,16.762750492691403,Yes,5,No
1147,26,Female,98453.39665753912,7,Home Goods,37.05734986946352,No,0,Yes
1148,46,Female,34428.63099775254,12,Clothing,11.881676244471633,Yes,1,No
1149,38,Female,23355.547903433308,12,Beauty,51.64149547507456,No,5,Yes
1150,18,Female,111861.88308423223,5,Home Goods,31.027565079547887,Yes,3,No
1151,34,Female,146881.79702629778,2,Beauty,11.455688355848729,No,4,No
1152,66,Male,127577.4598738194,14,Sports,26.180631959441243,No,5,No
1153,47,Female,145909.85312098596,14,Home Goods,18.13172453667521,No,3,Yes
1154,33,Female,53713.53665122228,10,Beauty,8.416648484214825,No,1,No
1155,30,Male,108025.68316555122,0,Electronics,59.56490735871935,Yes,4,Yes
1156,65,Female,28899.633513365145,1,Electronics,1.1717913521935357,No,1,No
1157,62,Female,87062.04735260266,7,Electronics,21.1278102233613,No,3,No
1158,40,Female,127575.82158351876,2,Electronics,35.550645902530924,No,0,No
1159,28,Male,64992.96444991212,17,Clothing,21.519161779884342,No,1,No
1160,30,Female,131433.30340983788,1,Sports,8.40934405989948,No,0,No
1161,43,Male,76162.46058728578,10,Clothing,39.71456313713853,No,1,Yes
1162,19,Female,140799.646972141,17,Clothing,41.4268857724221,No,5,Yes
1163,40,Female,72373.52674224283,9,Home Goods,30.45102016249704,Yes,0,Yes
1164,42,Female,35733.250063075095,10,Sports,5.153916381748336,Yes,0,No
1165,24,Female,46036.662322791366,11,Clothing,42.32683706003712,No,1,No
1166,63,Male,79701.18408760455,7,Home Goods,44.77932466090586,No,4,Yes
1167,39,Female,55921.48410056097,17,Sports,33.41628812502245,Yes,0,No
1168,19,Female,52289.86913661698,4,Beauty,35.858136618834955,Yes,4,No
1169,27,Female,149716.71123865718,16,Beauty,48.0428715333478,No,3,Yes
1170,30,Male,147553.1187790983,7,Beauty,41.22176617432818,No,2,Yes
1171,57,Male,131153.92621059157,20,Beauty,31.169006297971837,Yes,1,Yes
1172,63,Female,144383.9760129572,20,Sports,52.21003187812574,Yes,0,Yes
1173,66,Male,73432.73978452095,10,Sports,47.54776231216068,No,4,Yes
1174,42,Male,48710.86178519116,13,Sports,53.05013849639244,No,0,No
1175,33,Female,124648.56995850008,4,Sports,22.28757237130215,Yes,3,Yes
1176,51,Male,98454.10248563922,4,Electronics,22.03992585958878,No,2,No
1177,28,Female,98382.57394233,16,Sports,41.41535911312754,No,0,Yes
1178,27,Male,87789.75303379135,11,Beauty,17.74881271385208,No,1,No
1179,70,Female,77257.37554061512,7,Beauty,25.869159768107146,No,5,No
1180,30,Male,87268.02572815536,12,Beauty,6.6196871043993,No,4,Yes
1181,60,Male,127807.28391117822,17,Electronics,44.68231951952016,No,4,Yes
1182,39,Male,134650.60857960372,3,Beauty,40.48668195477581,Yes,5,Yes
1183,18,Female,138891.32630031265,15,Home Goods,21.576913596369213,Yes,4,Yes
1184,23,Female,45458.300937455104,3,Beauty,33.410255545974884,No,3,No
1185,37,Female,72468.13030700685,2,Home Goods,10.376561243806124,No,4,Yes
1186,66,Female,46693.28203188397,14,Beauty,19.033261313334823,No,3,Yes
1187,56,Female,72387.42323947098,16,Home Goods,5.42264256473077,No,2,No
1188,22,Male,34919.95334299827,15,Electronics,25.007007452047045,No,3,No
1189,65,Male,124343.63027344237,16,Home Goods,21.751486569393485,No,5,No
1190,26,Male,138229.09942184144,12,Sports,54.45512519161743,No,1,Yes
1191,53,Male,108115.71604030576,11,Beauty,18.38159664348691,Yes,4,Yes
1192,49,Male,21612.524716050924,3,Electronics,8.506268329283632,No,3,No
1193,61,Female,90303.18814812075,7,Clothing,57.68893560773112,No,3,Yes
1194,20,Male,143199.4433753812,14,Sports,39.75209863421849,No,4,Yes
1195,60,Male,56120.8608916626,12,Home Goods,52.792991349977285,No,0,No
1196,47,Male,142815.71364180034,3,Beauty,25.44529382719225,Yes,2,Yes
1197,67,Female,97696.8767513514,11,Home Goods,52.36961662464493,No,5,Yes
1198,70,Female,59690.387970575066,2,Electronics,46.616893813070575,No,4,No
1199,68,Female,60677.96124777427,0,Home Goods,58.16910386285568,Yes,4,Yes
1200,61,Male,71826.1936104007,11,Home Goods,6.724074875988277,No,5,No
1201,18,Male,59728.54801372794,14,Electronics,44.32665208478245,Yes,1,Yes
1202,46,Female,133864.8008572174,14,Home Goods,24.60174852319119,Yes,1,No
1203,19,Male,145726.45998369216,10,Electronics,37.71587576536755,No,0,Yes
1204,22,Female,99634.55088482649,17,Electronics,14.043221616025518,No,5,Yes
1205,49,Male,145634.26016263297,7,Sports,7.207953759052014,No,4,No
1206,45,Female,79870.1346456382,8,Sports,28.55405412478276,No,4,No
1207,22,Female,26497.273725758238,6,Electronics,17.469503860115964,No,2,No
1208,67,Female,21081.59248953496,3,Clothing,48.48513622049185,No,4,Yes
1209,41,Female,27551.95377044547,14,Sports,7.884658076218089,No,2,No
1210,29,Female,26264.181611128508,10,Electronics,14.005835208664225,Yes,1,No
1211,70,Male,29828.6552801776,14,Beauty,44.85437403822052,No,3,No
1212,65,Female,81396.63454118762,20,Electronics,45.26603793883453,No,2,No
1213,37,Male,105301.0388985393,3,Clothing,53.33552192237075,No,2,No
1214,29,Female,128078.55687014227,12,Electronics,42.26369971825467,No,4,Yes
1215,58,Male,64879.00856421997,17,Sports,57.34872804044795,No,4,Yes
1216,56,Female,24884.24175185796,14,Beauty,34.29272660227248,Yes,1,No
1217,52,Female,119368.44608882569,6,Home Goods,54.46211463152128,No,4,Yes
1218,35,Female,66515.83093476135,5,Sports,16.422441677063297,No,0,No
1219,20,Female,99727.91903535929,1,Clothing,49.42957396558621,No,1,Yes
1220,50,Male,74383.40233329641,13,Clothing,52.09536825015686,No,2,No
1221,54,Female,30322.856003593835,10,Clothing,5.665485237622239,Yes,4,No
1222,46,Male,68222.33106050947,4,Clothing,48.6446390684816,Yes,5,Yes
1223,35,Male,51093.413548070326,11,Beauty,59.00081727727441,Yes,3,Yes
1224,64,Male,23067.345403918785,4,Electronics,47.13402220750432,No,0,No
1225,44,Male,36622.684158914286,11,Electronics,25.207275373692845,No,1,No
1226,23,Male,126812.79670236132,15,Clothing,17.17567822266571,No,1,No
1227,34,Male,30624.294947081173,19,Beauty,38.48063425418577,No,5,Yes
1228,45,Female,23275.14381469982,19,Sports,12.837293318647834,Yes,3,No
1229,54,Female,25129.73927581691,20,Home Goods,57.34635225708844,No,3,No
1230,26,Male,107451.38924715674,19,Clothing,39.902085849451794,Yes,1,Yes
1231,28,Male,39105.15224646726,10,Clothing,36.97165461372451,No,4,Yes
1232,21,Male,81251.8268612659,11,Sports,6.7017944657274136,No,2,No
1233,36,Female,44907.08294552735,19,Electronics,47.6084955009896,No,1,No
1234,69,Male,32088.78317700718,14,Clothing,9.473661306060158,No,1,No
1235,31,Female,38101.898245287375,19,Sports,27.934022465150445,No,5,No
1236,41,Female,30478.196788426205,2,Home Goods,36.26031395226512,No,3,No
1237,54,Male,67832.29766927098,17,Beauty,59.32093858472148,No,1,No
1238,69,Male,126181.33064573268,1,Home Goods,4.216201504740693,No,0,No
1239,51,Female,125070.57730119888,7,Clothing,15.891701181586924,No,3,No
1240,27,Male,65252.42711187745,19,Home Goods,56.72335758504024,Yes,5,Yes
1241,41,Female,49727.98134846914,14,Home Goods,30.39372445413944,Yes,2,No
1242,57,Male,115636.20485109468,7,Sports,2.699269652244604,No,5,No
1243,43,Male,129388.1819010188,14,Electronics,32.226779440471816,Yes,3,Yes
1244,55,Female,86155.77222683726,15,Sports,7.259414997161641,No,4,No
1245,32,Female,105104.58929257408,6,Clothing,36.33410259068171,Yes,0,Yes
1246,37,Male,74954.7227962112,15,Beauty,3.911624258147855,No,0,No
1247,64,Male,92958.96247672824,19,Beauty,31.040319968193558,No,3,Yes
1248,69,Male,21638.97759684868,4,Home Goods,18.51684478181453,Yes,2,No
1249,21,Male,144531.43573738018,19,Electronics,35.548116316349365,Yes,4,Yes
1250,40,Male,145714.585783299,15,Sports,17.809881900593712,No,3,No
1251,68,Male,85400.91360137874,5,Sports,27.49592016789069,No,5,No
1252,46,Female,104305.62661542946,8,Sports,28.62037457037341,Yes,4,Yes
1253,50,Male,53620.70853544504,7,Sports,54.04241497631955,Yes,5,Yes
1254,34,Female,46489.63968659958,19,Sports,58.98874695346981,Yes,4,Yes
1255,22,Male,82842.96667650907,2,Beauty,43.368002539405325,No,3,Yes
1256,56,Female,115299.26848385773,1,Clothing,35.196206917347766,Yes,5,Yes
1257,60,Male,84072.39597816806,4,Sports,23.197533323310275,No,2,No
1258,50,Male,51462.87039751404,11,Electronics,40.01965825274273,No,0,No
1259,66,Female,48478.94518324151,10,Clothing,1.926058430180499,No,3,No
1260,70,Female,106116.42152113884,1,Electronics,53.32361326706482,Yes,5,Yes
1261,46,Male,95978.35826846538,20,Beauty,16.30458458930938,No,0,Yes
1262,41,Female,108740.23875904232,8,Clothing,37.69854213972985,No,0,No
1263,50,Male,144881.50681671596,10,Sports,36.84083348060558,Yes,5,Yes
1264,23,Male,129674.45632673708,14,Beauty,39.1355416152957,No,4,Yes
1265,49,Female,21213.11057752213,11,Electronics,18.67382285727894,No,3,No
1266,58,Female,99027.67783179149,18,Electronics,41.85832675291039,No,0,No
1267,53,Male,99329.26943209337,3,Home Goods,54.79194305215633,Yes,0,No
1268,67,Female,110466.88536194433,17,Electronics,43.108669261925726,No,1,No
1269,33,Male,60815.67325905587,9,Beauty,19.55928490471455,No,3,Yes
1270,45,Female,81989.65088131622,14,Electronics,2.391926099066956,No,5,No
1271,40,Female,110343.64155732002,20,Home Goods,25.065860304921262,Yes,4,Yes
1272,62,Female,79704.4756325178,16,Sports,19.883346886232168,No,2,No
1273,50,Female,145159.8855329168,14,Clothing,21.393759196969697,Yes,0,No
1274,52,Male,57492.70691643695,4,Clothing,5.526680567905345,Yes,2,No
1275,34,Male,109403.8655159729,11,Beauty,25.41024095723946,Yes,3,Yes
1276,68,Male,147396.14281665056,11,Sports,34.900349655560895,No,2,No
1277,59,Female,102717.87601730225,9,Electronics,21.621845268994484,No,5,No
1278,31,Male,128612.42934648528,12,Beauty,33.43610852469518,No,2,Yes
1279,23,Female,82526.47568519608,5,Clothing,43.9211476017933,No,0,No
1280,66,Male,92049.44683716216,14,Electronics,5.530945372917306,No,4,No
1281,44,Male,68075.72327833297,9,Electronics,33.97824117595224,Yes,2,Yes
1282,45,Male,78197.54530335439,20,Home Goods,25.115882005703146,Yes,1,No
1283,31,Male,76895.97265926645,10,Beauty,16.574555662879966,No,1,No
1284,36,Female,74837.66321004808,18,Home Goods,19.617654992143542,No,3,Yes
1285,50,Male,49396.29306245735,14,Sports,59.89350821418935,Yes,5,Yes
1286,42,Male,25934.336915309887,10,Electronics,22.794078702851717,Yes,4,No
1287,66,Male,43317.40866158736,3,Home Goods,51.85063379193269,No,3,No
1288,46,Female,123247.38613142273,16,Sports,4.546404808625354,No,0,No
1289,63,Female,52441.00598043579,1,Sports,37.50607196499877,No,3,No
1290,55,Female,78034.53713220567,4,Electronics,21.115920296913973,Yes,1,No
1291,32,Male,60272.4216971829,18,Beauty,7.2704321826616125,Yes,3,Yes
1292,68,Male,111480.97135177662,15,Beauty,19.077529103355516,Yes,5,Yes
1293,24,Female,149332.62123206974,8,Home Goods,1.7031609957162834,No,0,No
1294,57,Female,117678.76118377592,10,Electronics,30.93599614002427,No,4,Yes
1295,69,Male,32893.15294633807,15,Clothing,56.19006464246351,No,0,No
1296,24,Male,141252.36605725897,8,Sports,19.27426168781471,Yes,3,Yes
1297,60,Female,76259.69434790415,4,Clothing,5.111751107077058,No,3,No
1298,40,Male,91234.73356658008,10,Clothing,50.46557864743921,No,1,No
1299,35,Female,104039.63641293097,1,Beauty,16.245166224351834,Yes,5,Yes
1300,28,Female,79064.90499879516,11,Sports,51.91487874205305,Yes,1,No
1301,66,Female,48478.94518324151,10,Clothing,1.926058430180499,No,3,No
1302,20,Male,68326.10833782294,19,Home Goods,13.52437340184535,No,2,No
1303,34,Male,91825.1257630256,15,Sports,22.227575389533847,Yes,1,Yes
1304,57,Female,76759.8446699396,3,Clothing,11.278429829212069,No,2,No
1305,20,Male,82785.95337109617,14,Home Goods,5.089158609259395,No,4,Yes
1306,32,Female,25453.659046112716,15,Beauty,28.67452491901702,No,1,No
1307,41,Female,65461.419866960445,0,Clothing,50.12893103461578,Yes,0,No
1308,68,Male,147396.14281665056,11,Sports,34.900349655560895,No,2,No
1309,42,Male,54021.73888566778,18,Beauty,1.0441147938613329,Yes,2,No
1310,44,Male,49607.465693417245,5,Sports,13.334429598071104,No,5,No
1311,21,Female,123108.57361957611,11,Beauty,3.456997318058839,No,1,No
1312,41,Male,27063.164526977496,8,Electronics,4.8820948499191,No,0,No
1313,40,Male,114116.4972105922,7,Beauty,30.5171406020126,Yes,5,Yes
1314,52,Male,105978.17943915389,8,Electronics,54.78634190880005,No,4,Yes
1315,44,Male,120702.39148291244,7,Home Goods,41.354532664993336,No,3,Yes
1316,34,Female,57148.58219705178,20,Home Goods,54.2968243848396,No,4,Yes
1317,65,Female,87154.44169797728,7,Electronics,7.49839469221902,No,3,No
1318,63,Female,147568.62176464207,18,Home Goods,51.45475535331689,No,4,Yes
1319,51,Male,49533.34241305693,8,Beauty,55.148586497171934,No,5,No
1320,69,Female,63486.46753645118,16,Home Goods,56.78419677301051,Yes,3,Yes
1321,29,Female,144164.97694792118,8,Electronics,9.496190211269504,Yes,2,Yes
1322,38,Male,21860.9860967178,0,Sports,20.844397876219336,No,4,No
1323,23,Female,90490.83671394028,8,Electronics,15.120604906294158,Yes,1,Yes
1324,28,Male,59880.95793787835,6,Clothing,51.67165342144136,Yes,3,Yes
1325,67,Male,33135.95543138407,14,Clothing,30.5613739820916,No,4,No
1326,66,Male,33767.75457248849,3,Beauty,54.26692911512191,No,0,Yes
1327,33,Female,129552.54728087214,16,Electronics,17.481366264942366,No,5,Yes
1328,45,Male,83010.5173269061,2,Beauty,13.201062886604504,Yes,0,No
1329,37,Female,37352.39641407269,10,Beauty,35.11488449217408,No,5,Yes
1330,35,Male,97769.28822828604,1,Home Goods,37.979460645616086,Yes,2,Yes
1331,47,Male,63974.77577928479,12,Electronics,50.56111108332121,No,5,Yes
1332,69,Female,95685.8370572348,8,Electronics,57.73515274756371,No,4,Yes
1333,29,Female,51136.32208823996,16,Clothing,35.69943786260344,No,0,Yes
1334,43,Female,46739.34408542216,10,Beauty,37.20730807599587,Yes,1,No
1335,42,Female,103574.648307632,5,Home Goods,32.1379618548504,Yes,3,Yes
1336,37,Female,112875.14132926147,1,Sports,20.06846074158527,No,1,No
1337,26,Male,123071.07447439912,11,Electronics,16.208930804035486,No,5,Yes
1338,52,Female,133580.81715062488,15,Sports,44.02344596155034,Yes,2,Yes
1339,26,Female,53107.18086598665,14,Clothing,48.74249341574773,Yes,3,Yes
1340,47,Female,49291.20089366056,13,Sports,1.2872360516746904,No,4,No
1341,29,Female,26264.181611128508,10,Electronics,14.005835208664225,Yes,1,No
1342,67,Female,102433.52407892307,8,Home Goods,34.424571769681975,Yes,5,Yes
1343,42,Female,45381.27838434397,3,Electronics,51.4496247722116,No,3,No
1344,42,Male,25934.336915309887,10,Electronics,22.794078702851717,Yes,4,No
1345,46,Female,52107.24387935997,10,Electronics,36.05404709717553,No,5,Yes
1346,49,Male,66513.77449230744,0,Electronics,46.02585340698811,No,2,No
1347,22,Male,121637.10223484164,2,Beauty,7.814846103231505,No,5,No
1348,19,Female,42729.02154385363,0,Sports,35.713575663841745,No,3,No
1349,58,Female,99027.67783179149,18,Electronics,41.85832675291039,No,0,No
1350,41,Male,129313.30532536992,12,Beauty,40.697069705305374,No,1,No
1351,52,Male,129451.36368293512,13,Electronics,23.5912778281975,No,5,No
1352,51,Male,28119.48717047929,13,Beauty,26.98207915848743,No,1,No
1353,37,Male,45600.34157894569,0,Beauty,31.866322047552973,No,0,No
1354,44,Male,65435.82837128644,17,Home Goods,18.07674571377129,No,1,No
1355,38,Male,87431.12926947736,0,Sports,43.59700567014704,Yes,2,Yes
1356,25,Male,122206.73479393752,10,Home Goods,52.49698381504589,No,5,Yes
1357,66,Male,119516.67686884428,9,Beauty,42.36750897803256,No,5,Yes
1358,57,Female,31518.61281605828,7,Beauty,5.456462880257549,No,1,No
1359,66,Female,117622.17378723135,10,Electronics,11.157952624606295,No,4,No
1360,62,Male,105931.85305215164,14,Home Goods,48.20900625511329,No,3,Yes
1361,29,Female,122498.15462292882,12,Home Goods,18.131351236634178,No,5,Yes
1362,49,Male,83391.61525673742,15,Beauty,37.45413261031017,No,0,No
1363,40,Female,98921.64523343802,15,Sports,30.815866426031743,Yes,1,Yes
1364,50,Female,95764.88856085364,12,Electronics,52.92912924170528,No,5,Yes
1365,62,Male,79728.07989277826,0,Clothing,31.25728638367338,Yes,2,No
1366,46,Female,133864.8008572174,14,Home Goods,24.60174852319119,Yes,1,No
1367,69,Male,56721.41542810048,16,Clothing,56.53166695312044,Yes,2,Yes
1368,63,Male,85623.42777958866,18,Electronics,11.657565178537604,No,1,No
1369,46,Male,148031.59235912186,19,Home Goods,32.592763900888954,No,4,Yes
1370,61,Female,85342.06154191696,9,Clothing,28.59717184710515,No,3,No
1371,54,Female,28273.318207263503,14,Beauty,38.66265384271312,Yes,4,Yes
1372,40,Male,49200.02953970075,1,Sports,6.120194289834439,No,2,No
1373,54,Female,117167.77285757022,3,Home Goods,19.036426012818826,Yes,4,No
1374,30,Female,132019.8174923549,19,Beauty,19.2820733151006,Yes,4,Yes
1375,61,Female,126478.2568020153,9,Clothing,37.35479494754324,No,4,Yes
1376,32,Male,61031.5546892355,11,Sports,17.70992594477038,No,3,Yes
1377,52,Female,135258.5479812607,4,Clothing,31.327378822714078,No,1,No
1378,55,Female,100546.61386977928,6,Sports,9.12631183438071,Yes,3,Yes
1379,30,Male,47756.47762038735,4,Electronics,6.802350373822574,No,4,No
1380,56,Male,68381.71309887673,12,Sports,14.974118765196229,No,5,No
1381,38,Male,89214.68869577823,5,Home Goods,9.81673925257936,No,3,No
1382,46,Male,55076.69361666786,5,Sports,45.41800103039165,Yes,1,No
1383,64,Female,62207.87049570779,2,Electronics,41.9379265506682,No,0,No
1384,50,Female,44510.27874740265,17,Clothing,20.216430483084437,No,5,Yes
1385,68,Female,131240.49219888012,7,Beauty,19.49516423094057,Yes,2,No
1386,52,Male,104713.16886204596,15,Sports,33.684227042818215,No,2,No
1387,68,Male,28970.98703966612,13,Clothing,36.60084852099451,Yes,2,No
1388,51,Male,89590.31708883692,8,Clothing,7.459967380713268,Yes,4,Yes
1389,53,Female,59381.0177332558,4,Sports,34.32564476632817,Yes,3,Yes
1390,21,Male,28144.916449196087,16,Home Goods,38.58806744242821,No,3,Yes
1391,27,Female,101233.63294890986,9,Electronics,50.25906627349909,Yes,2,Yes
1392,41,Female,81882.35681793964,7,Home Goods,45.79509979976271,No,2,No
1393,56,Male,123728.84075006624,9,Clothing,3.9212451524353193,Yes,1,No
1394,45,Male,149200.29055696077,7,Beauty,59.96084051902675,No,1,No
1395,19,Male,34496.58760176593,13,Clothing,39.704079924533445,Yes,2,Yes
1396,64,Female,90031.23373385285,4,Sports,9.723293833880644,No,4,No
1397,45,Male,130580.08751934792,17,Clothing,6.926995431177137,Yes,2,No
1398,47,Male,52630.17982409903,13,Electronics,11.494907932177089,Yes,5,Yes
1399,66,Female,77089.47616238728,3,Sports,51.09358179153721,Yes,2,No
1400,49,Male,70394.34470923411,15,Beauty,32.68792387981611,Yes,5,Yes
1401,70,Female,144468.2424749525,11,Sports,46.72077986605135,No,2,No
1402,40,Female,59617.64240019733,2,Electronics,16.784094784652197,Yes,2,No
1403,57,Female,103279.97386135536,1,Clothing,2.4667114390318554,No,2,No
1404,45,Female,33736.40895402671,15,Sports,58.88164687301348,No,1,No
1405,38,Female,111330.2651995249,15,Sports,22.20841268938267,Yes,2,Yes
1406,49,Female,94366.32363800913,6,Beauty,6.955555907827533,Yes,1,No
1407,50,Female,39355.44654321781,5,Sports,4.643980791121782,Yes,3,No
1408,47,Female,58009.8043535851,1,Sports,8.994176616801843,No,4,No
1409,53,Female,135718.3478614819,3,Home Goods,43.73879500388463,No,1,No
1410,21,Female,115255.35172220146,17,Sports,42.83850429767031,No,0,No
1411,62,Male,147857.79145297885,5,Electronics,20.08312845091161,Yes,4,No
1412,27,Female,58355.29199504031,11,Home Goods,17.94272114270289,Yes,2,Yes
1413,53,Female,90593.19591449622,16,Clothing,19.360489530436546,Yes,2,No
1414,69,Female,96162.4224989575,17,Beauty,33.276716464188084,No,3,Yes
1415,34,Female,145323.75013151678,2,Sports,51.06045038609064,No,3,Yes
1416,38,Male,38203.132681931296,1,Sports,10.412857444616993,Yes,0,No
1417,30,Male,22281.80723766176,12,Home Goods,46.37735686693065,Yes,3,Yes
1418,44,Male,131015.05570420487,17,Clothing,34.124864298054334,Yes,4,Yes
1419,22,Male,69652.15315487646,2,Sports,13.131667774261125,No,1,No
1420,60,Male,105455.95268211672,2,Sports,44.87254853607645,Yes,1,No
1421,22,Male,141716.4807909605,17,Home Goods,41.604916245056415,Yes,1,Yes
1422,57,Male,55629.30661448483,8,Clothing,30.94303657369056,Yes,3,Yes
1423,64,Female,74145.57614750427,15,Clothing,58.776534192866464,Yes,5,Yes
1424,18,Female,54909.38828878895,18,Sports,32.72332778355093,No,4,Yes
1425,31,Female,82515.71905839117,1,Electronics,35.88676778647144,Yes,1,Yes
1426,36,Male,87788.3731416944,14,Clothing,37.39620060194572,No,1,Yes
1427,69,Female,74931.29568055281,20,Electronics,17.879305399844377,No,0,No
1428,60,Female,87787.93957566663,7,Electronics,37.61285397438406,Yes,5,Yes
1429,50,Female,24024.25281951466,11,Home Goods,22.409083202711106,No,5,No
1430,18,Male,67898.35958915527,2,Electronics,51.942370856784265,No,1,No
1431,46,Female,59820.75484116765,18,Home Goods,4.000351994513446,No,3,No
1432,25,Female,136978.33493934543,10,Home Goods,11.71625389085049,No,4,Yes
1433,70,Male,131563.01691043132,5,Beauty,1.9392957685051175,No,2,No
1434,45,Male,72980.59403421602,3,Clothing,23.34177838839423,No,3,No
1435,20,Male,73251.75633638016,19,Beauty,57.90149859451087,Yes,5,Yes
1436,68,Male,28970.98703966612,13,Clothing,36.60084852099451,Yes,2,No
1437,29,Male,77530.91692591693,10,Clothing,56.03350551445959,No,3,No
1438,66,Female,56488.81801707666,13,Beauty,30.957376959897196,No,3,Yes
1439,54,Male,121892.93198310163,10,Clothing,48.524266715902414,No,3,Yes
1440,69,Male,116017.669557203,9,Sports,1.0944700653927009,No,2,No
1441,60,Male,111906.9433692431,15,Sports,9.568276174999694,No,0,No
1442,24,Female,76365.76304223987,4,Beauty,22.77026914680763,Yes,3,Yes
1443,61,Male,58943.5381340036,12,Home Goods,37.72017995691728,Yes,1,Yes
1444,35,Male,137813.0954677348,13,Clothing,43.438735932481706,No,5,Yes
1445,47,Male,123287.02078379731,6,Electronics,36.63130617607142,No,0,No
1446,66,Male,114751.9874950931,17,Beauty,10.083831081323728,No,4,No
1447,51,Male,49383.769716079965,1,Electronics,29.718311852786616,Yes,1,No
1448,70,Male,89340.26173949713,7,Home Goods,38.13599895590893,No,3,Yes
1449,57,Female,127579.92642369366,16,Home Goods,41.3435038525026,Yes,3,Yes
1450,48,Female,90290.80196383834,20,Sports,44.35079804211334,No,5,Yes
1451,20,Male,106292.6592028266,17,Beauty,3.9973527916475926,No,4,Yes
1452,29,Female,21521.859395017527,3,Electronics,33.853482986724224,No,2,No
1453,58,Female,82930.0190623262,14,Home Goods,12.851753628273467,No,4,No
1454,52,Male,46177.29167767667,7,Clothing,38.35202246327806,No,4,No
1455,70,Male,106972.90385278407,4,Beauty,42.44191658610592,Yes,2,No
1456,33,Male,142424.34251046024,3,Clothing,23.642575020667145,No,0,No
1457,57,Female,40445.517063363,10,Beauty,56.26301697049618,No,2,No
1458,50,Male,92885.81227410222,0,Sports,4.727802714753363,No,2,No
1459,18,Male,99007.77589285394,10,Clothing,16.263599149132915,No,3,Yes
1460,40,Female,76472.43147085927,6,Clothing,53.88061157766349,No,4,No
1461,67,Female,110466.88536194433,17,Electronics,43.108669261925726,No,1,No
1462,23,Female,81595.27769173306,8,Electronics,31.94553387891961,Yes,1,Yes
1463,41,Female,28095.50376464513,10,Home Goods,25.068331283702623,No,0,No
1464,22,Female,59164.48389880005,12,Clothing,30.119075915777728,No,3,Yes
1465,19,Male,21019.406800349185,20,Electronics,12.682178788145658,No,4,No
1466,31,Female,91982.49309654144,8,Beauty,15.01167649936979,No,3,Yes
1467,68,Male,80311.22326948371,14,Home Goods,19.080097856464334,No,3,No
1468,69,Female,27975.45152438686,18,Sports,4.368565936568679,No,0,No
1469,60,Male,135733.54689231428,1,Beauty,46.10952756180639,Yes,3,Yes
