,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
1239,4,Below College,Medical,Male,Single,47,c021f3a0-4187-4ce4-af94-b28da3dc72c5,2019-08-01 16:01:08,4,0,0,5,Y,3.0,Nueva Jersey,1,No,,1309.0,Sales,1,99,2,Sales Representative,2976,25751,No,19,80.0,0,3,Medium,High,High,Excellent,Low
1240,2,Bachelor,Life Sciences,Male,Married,28,1f17b93e-c5e8-497a-a435-1e0550daaff7,2019-08-07 15:18:02,4,2,2,2,Y,1.0,Reino Unido,0,No,Travel_Frequently,193.0,Research & Development,1,52,1,Laboratory Technician,3867,14222,Yes,12,80.0,1,2,Very High,Medium,Very High,Excellent,Medium
1241,7,Below College,Life Sciences,Male,Single,22,385ead24-c3de-468c-9cee-2c0440b1f0bf,2019-08-16 19:56:53,0,0,0,1,Y,1.0,Hungría,1,Yes,Travel_Rarely,391.0,Research & Development,1,75,1,Research Scientist,2472,26092,Yes,23,80.0,0,2,Very High,High,,Outstanding,Low
1242,2,Bachelor,Medical,Male,Married,43,26c8f051-e28d-47c1-82e6-526f1a038691,2019-08-29 08:13:22,1,5,3,10,Y,1.0,Suiza,0,No,,1179.0,Sales,1,73,2,Sales Executive,7847,6069,Yes,17,,1,3,Very High,High,Very High,Excellent,Low
1243,2,Master,Medical,Male,Single,28,bc784c72-6ee1-43f2-a827-352e436dccfd,2019-08-31 06:59:58,1,0,0,5,Y,6.0,Alemania,0,Yes,Travel_Rarely,890.0,Research & Development,1,46,1,Research Scientist,4382,16374,No,17,80.0,0,3,High,High,,Excellent,Very High
1244,8,Doctor,Life Sciences,Female,Single,31,275ad664-bf61-4fd4-a874-6af6c5b3348c,2019-09-03 19:57:47,3,1,0,9,Y,3.0,Portugal,1,No,Travel_Rarely,182.0,Research & Development,1,93,4,Research Director,16422,8847,No,11,80.0,0,3,Low,High,,Excellent,High
1245,7,Master,Other,Male,Single,36,9217495c-944a-4289-b6c3-6d277fa9dad5,2019-09-24 17:27:34,2,0,0,8,,2.0,Reino Unido,1,No,Travel_Rarely,188.0,Research & Development,1,65,1,Research Scientist,4678,23293,No,18,80.0,0,6,Medium,High,Very High,Excellent,High
1246,8,College,Medical,Female,Single,31,dc697195-06df-4d26-875d-c4c29529b214,2019-09-26 01:55:18,1,0,2,8,Y,9.0,Nuevo México,0,No,Travel_Rarely,1398.0,Human Resources,1,96,1,Human Resources,2109,24609,No,18,80.0,0,3,Very High,Very High,Medium,Excellent,Very High
1247,15,,Marketing,Male,Divorced,36,c15de25e-4d25-47f7-a2ed-998c328fd1b6,2019-10-05 21:15:51,2,8,0,15,Y,1.0,Michigan,1,No,Non-Travel,301.0,Sales,1,88,2,Sales Executive,5406,10436,No,24,80.0,1,4,Very High,Low,,Outstanding,Low
1248,3,Bachelor,Medical,Female,Divorced,30,a91fa4d3-6509-48c3-a069-aaa5fc72f96a,2019-10-06 20:28:01,5,0,0,1,Y,1.0,Austria,1,No,Travel_Frequently,160.0,Research & Development,1,71,1,Research Scientist,2083,22653,No,20,80.0,1,2,High,High,High,Outstanding,High
1249,2,Master,Life Sciences,Male,Married,43,b26d4b89-b707-4e57-ad51-92ba1d0c05f1,2019-10-07 02:00:11,2,5,4,7,,1.0,Kansas,1,No,Travel_Frequently,1422.0,Sales,1,92,2,Sales Executive,5675,19246,No,20,80.0,1,5,Low,High,Very High,Outstanding,High
1250,2,,Life Sciences,Female,Married,53,a5414723-fc22-4b29-96fd-844892e9a9ce,2019-10-13 11:30:50,4,3,7,31,Y,2.0,Francia,1,No,Travel_Rarely,1219.0,Sales,1,78,4,Manager,15427,22021,No,16,80.0,0,3,Low,Medium,Very High,Excellent,High
1251,10,Below College,Medical,Male,Married,38,56974da3-672a-4b57-8757-9d452f90f327,2019-10-17 22:13:03,1,0,2,3,,0.0,Finlandia,0,No,,1391.0,Research & Development,1,66,1,Research Scientist,2684,12127,No,17,80.0,1,0,High,High,High,Excellent,Medium
1252,1,Bachelor,Technical Degree,Female,Single,37,0d5dc81f-534c-4746-9bc1-aa0bc88e91ec,2019-10-22 09:42:34,5,0,0,12,Y,4.0,Rhode Island,0,No,Travel_Rarely,799.0,Research & Development,1,59,3,Manufacturing Director,7491,23848,No,17,80.0,0,3,Medium,High,Very High,Excellent,Very High
1253,9,Doctor,Life Sciences,Male,Married,40,c5f254a9-b824-4205-a1be-c277c6814480,2019-10-23 02:31:29,4,0,2,5,Y,9.0,Tennessee,0,No,Non-Travel,1151.0,Research & Development,1,63,2,Healthcare Representative,4876,14242,No,14,80.0,1,5,Very High,Medium,Very High,Excellent,Very High
1254,3,Bachelor,Medical,Male,Married,27,93853d74-0647-462d-9142-60c820a7b2c0,2019-10-26 02:43:22,5,0,0,0,Y,1.0,Grecia,0,No,Non-Travel,443.0,Research & Development,1,50,1,Research Scientist,1706,16571,No,11,80.0,3,6,Very High,High,Very High,Excellent,High
1255,3,Bachelor,Medical,Female,Divorced,28,8f7b6c4c-a544-4663-bc75-b8f66dabef90,2019-11-01 23:31:13,1,1,5,10,Y,0.0,Misuri,1,No,Travel_Rarely,,Research & Development,1,93,3,Manufacturing Director,7655,8039,No,17,,3,3,Very High,High,Medium,Excellent,Medium
1256,11,College,Marketing,Male,Divorced,35,a7adee80-99dd-4142-aecf-8e5286f21d92,2019-11-07 23:45:43,1,0,1,5,Y,1.0,Oregón,0,No,Travel_Frequently,1182.0,Sales,1,54,2,Sales Executive,4968,18500,No,11,80.0,1,3,Very High,High,Very High,Excellent,Very High
1257,5,College,Medical,Male,Divorced,46,780bbced-ef79-4ecd-ab7c-8e5033e58774,2019-11-09 13:23:15,3,0,1,16,Y,8.0,Croacia,0,No,Travel_Rarely,945.0,Human Resources,1,80,2,Human Resources,5021,10425,Yes,22,80.0,1,2,Medium,High,Medium,Outstanding,Very High
1258,19,Bachelor,Life Sciences,Male,Married,32,a2aaa5a6-bd26-4716-ad54-7710617d829b,2019-11-13 17:57:23,3,0,2,10,Y,3.0,Países Bajos,1,No,Travel_Rarely,,Sales,1,80,3,Sales Executive,9610,3840,No,13,,1,2,Very High,Low,High,Excellent,High
1259,10,Bachelor,Life Sciences,Male,Divorced,41,311b0fe0-4086-4186-b567-40912bdda035,2019-11-19 12:34:42,5,1,1,21,Y,4.0,Dakota del Norte,1,No,Travel_Frequently,857.0,Research & Development,1,91,4,Manager,17181,12888,No,13,80.0,1,2,Very High,Medium,Low,Excellent,Medium
1260,2,Master,Other,Female,Single,41,28ca7ff4-25e1-49da-bfdf-62f184cb2e67,2019-12-24 16:24:11,5,0,2,10,,2.0,Washington,1,No,Non-Travel,,Research & Development,1,62,2,Healthcare Representative,6811,2112,Yes,17,80.0,0,3,Low,Medium,High,Excellent,Low
1261,6,Bachelor,Life Sciences,Female,Married,26,226ffcc2-3bda-4fe3-96ae-645394a85abb,2019-12-27 23:46:33,0,0,1,3,Y,1.0,Rumania,0,No,Travel_Rarely,,Research & Development,1,71,1,Laboratory Technician,2659,17759,Yes,13,80.0,1,2,High,High,Very High,Excellent,High
1262,2,,Life Sciences,Male,Married,38,dc32e030-ebb1-45b9-84d0-7c0d1548e4d3,2020-01-03 18:12:45,4,0,0,1,Y,1.0,República Checa,1,No,Travel_Frequently,1490.0,Research & Development,1,42,1,Laboratory Technician,1702,12106,Yes,23,80.0,1,3,Very High,High,Very High,Outstanding,High
1263,26,Master,Marketing,Female,Married,51,f757942d-58cd-41e0-a4b7-d95ec99e3cf7,2020-01-04 10:58:13,1,4,17,29,Y,2.0,Dinamarca,1,No,Travel_Rarely,1318.0,Sales,1,66,4,Manager,16307,5594,No,14,80.0,1,2,Low,High,,Excellent,High
1264,2,Master,Medical,Female,Married,40,fbaa0e30-4d17-4a58-849d-400b3f88c216,2020-01-14 16:44:04,3,0,1,20,Y,2.0,Nevada,1,No,Travel_Rarely,1194.0,Research & Development,1,98,1,Research Scientist,2001,12549,No,14,80.0,3,2,High,High,High,Excellent,Medium
1265,9,Doctor,Other,Male,Single,29,f1565bf9-c08a-4087-b11b-64981fe2c593,2020-01-24 11:39:21,2,0,1,4,Y,0.0,Virginia Occidental,1,No,Travel_Rarely,738.0,Research & Development,1,30,1,Laboratory Technician,3983,7621,No,17,,0,2,Medium,Medium,,Excellent,High
1266,27,,Marketing,Female,Married,29,4635dc31-49fe-4942-afd1-3e9af9bbce07,2020-01-31 19:12:39,0,1,6,10,Y,1.0,California,0,Yes,Travel_Rarely,121.0,Sales,1,35,3,Sales Executive,7639,24525,No,22,80.0,3,3,Medium,High,,Outstanding,Very High
1267,2,College,Life Sciences,Female,Married,40,36c5bb4d-44bf-48cc-9624-0d31fe4cb635,2020-02-02 01:53:34,2,0,0,7,Y,4.0,Texas,0,No,Travel_Rarely,,Research & Development,1,99,1,Laboratory Technician,3377,25605,No,17,,1,5,High,High,Low,Excellent,
1268,28,College,Life Sciences,Male,Single,49,7c4a672e-c349-4078-8d13-59ec687335cd,2020-02-07 00:10:59,4,0,1,20,Y,3.0,Alemania,0,Yes,Travel_Frequently,1475.0,Research & Development,1,97,2,Laboratory Technician,4284,22710,No,20,80.0,0,2,Low,Medium,Low,Outstanding,Low
1269,12,Bachelor,Life Sciences,Female,Divorced,40,80d344b1-d3ec-4add-9b5c-9423c6d0279a,2020-02-07 04:39:34,3,5,1,15,Y,2.0,Países Bajos,1,No,,750.0,Research & Development,1,47,2,Healthcare Representative,4448,10748,No,12,80.0,1,3,Medium,High,Low,Excellent,Medium
1270,11,Bachelor,Medical,Female,Married,22,801beaeb-d252-4532-a56c-1db07940d973,2020-02-07 09:11:44,4,0,0,2,Y,1.0,Polonia,0,No,Travel_Rarely,253.0,Research & Development,1,43,1,Research Scientist,2244,24440,No,13,80.0,1,1,Low,High,Medium,Excellent,Very High
1271,10,Below College,Life Sciences,Female,Divorced,37,1ec19755-657f-47ed-9724-df87766b6403,2020-02-16 16:52:00,1,3,1,6,Y,0.0,Países Bajos,0,No,Travel_Rarely,571.0,Research & Development,1,82,1,Research Scientist,2782,19905,Yes,13,80.0,2,3,Very High,High,Low,Excellent,Medium
1272,22,College,Marketing,Male,Married,40,3e627b00-6476-469d-8dbe-bf16ebca02fa,2020-02-20 05:43:24,2,0,0,8,Y,2.0,California,1,Yes,Travel_Rarely,575.0,Sales,1,68,2,Sales Executive,6380,6110,Yes,12,,2,6,High,Medium,High,Excellent,Low
1273,1,College,Life Sciences,Male,Married,28,32116f6b-7532-43ca-891a-cdbcd2f907c8,2020-02-21 10:32:31,4,0,6,7,Y,1.0,Rumania,1,No,Travel_Frequently,783.0,Sales,1,42,2,Sales Executive,6834,19255,Yes,12,80.0,1,2,High,Medium,Very High,Excellent,High
1274,1,Below College,Medical,Female,Single,53,142b0cb2-efea-4cb7-bb05-cbdcc9a2495c,2020-02-27 12:11:39,4,5,2,18,Y,7.0,Illinois,0,No,Travel_Rarely,238.0,Sales,1,34,2,Sales Executive,8381,7507,No,20,,0,2,Very High,High,Low,Outstanding,Very High
1275,4,,Medical,Female,Divorced,30,686522c3-58d4-415c-bc17-1a745f88bb26,2020-03-09 01:08:04,4,2,1,11,Y,1.0,Minnesota,1,No,Travel_Rarely,1334.0,Sales,1,63,2,Sales Executive,5209,19760,Yes,12,80.0,3,4,High,Medium,Medium,Excellent,Medium
1276,9,Master,Life Sciences,Female,Married,32,550a835a-91f1-4405-9554-da74ea50dfde,2020-03-19 07:45:27,3,0,4,6,Y,1.0,Polonia,0,No,Travel_Rarely,646.0,Research & Development,1,92,2,Research Scientist,6322,18089,Yes,12,80.0,1,2,Low,High,Very High,Excellent,Very High
1277,1,Master,Life Sciences,Male,Divorced,58,46662cea-93f4-47d0-bc55-4dc15c2c44f5,2020-04-01 12:19:02,2,1,0,12,Y,2.0,Austria,1,No,Non-Travel,,Research & Development,1,32,2,Healthcare Representative,5660,17056,Yes,13,80.0,1,2,Very High,Low,High,Excellent,Very High
1278,1,Master,Life Sciences,Female,Single,31,40c7d5ff-632c-43e2-ab81-21e89b0a0d84,2020-04-03 04:30:05,0,0,0,1,Y,1.0,Delaware,0,Yes,Travel_Frequently,667.0,Sales,1,50,1,Sales Representative,1359,16154,No,12,80.0,0,3,Medium,Low,High,Excellent,Medium
1279,28,,Life Sciences,Male,Married,33,1a40f739-2256-4282-906a-d130cd8a4aba,2020-04-05 08:54:21,1,2,6,15,Y,1.0,Italia,1,No,Travel_Rarely,589.0,Research & Development,1,79,2,Laboratory Technician,5207,22949,Yes,12,,1,3,Medium,High,High,Excellent,Medium
1280,4,,Life Sciences,Male,Single,26,5dd5314b-a9b7-4ee0-86f1-c450e0f25167,2020-04-25 00:19:23,2,2,1,8,Y,1.0,Carolina del Sur,1,No,Travel_Rarely,583.0,Research & Development,1,53,1,Research Scientist,2875,9973,Yes,20,80.0,0,2,High,High,Very High,Outstanding,Medium
1281,16,Bachelor,Life Sciences,Female,Single,40,0e887071-b565-4b01-ae06-f7a65d24b52a,2020-04-30 01:23:25,0,1,3,18,Y,6.0,Carolina del Sur,0,No,Travel_Rarely,448.0,Research & Development,1,84,3,Manufacturing Director,7945,19948,Yes,15,,0,2,High,High,Very High,Excellent,Very High
1282,4,Bachelor,Life Sciences,Female,Single,27,e502ec7d-423f-4288-a532-ecf7cdeacd2f,2020-04-30 22:18:41,3,0,0,1,Y,1.0,Francia,1,No,Travel_Rarely,618.0,Research & Development,1,76,1,Research Scientist,2318,17808,No,19,,0,2,Medium,High,High,Excellent,High
1283,18,College,Life Sciences,Male,Single,39,d9949945-c4db-43ac-99d6-23815e24cc16,2020-05-07 21:44:55,1,1,2,9,Y,0.0,Utah,1,No,Travel_Rarely,524.0,Research & Development,1,32,2,Manufacturing Director,4534,13352,No,11,80.0,0,6,Low,High,High,Excellent,Low
1284,7,Master,Medical,Male,Single,40,4cea31c8-6f59-4856-9962-409be5e9a15c,2020-05-18 03:19:14,4,3,8,21,Y,1.0,Hawaii,0,No,Travel_Rarely,611.0,Sales,1,88,5,Manager,19833,4349,No,14,80.0,0,3,Medium,High,Medium,Excellent,Medium
1285,4,,Life Sciences,Male,Married,51,0c7b5f17-1e5c-4457-8ab6-338561cc51ca,2020-05-20 00:27:06,2,2,6,18,Y,9.0,Suecia,1,Yes,,,Research & Development,1,34,1,Research Scientist,2461,10332,Yes,12,80.0,3,2,Low,High,High,Excellent,High
1286,18,Below College,Medical,Male,Single,29,9321546c-e365-4dbe-8df9-776610148b2f,2020-05-22 08:48:46,1,0,1,4,,1.0,Florida,1,Yes,Travel_Rarely,896.0,Research & Development,1,86,1,Research Scientist,2389,14961,Yes,13,,0,3,High,Medium,Very High,Excellent,High
1287,10,Master,Marketing,Male,Divorced,38,b2f3de8f-8df8-4eb4-a511-65e29f4b089c,2020-05-22 21:54:20,1,2,2,9,Y,0.0,Maine,0,No,Travel_Rarely,770.0,Sales,1,73,3,Sales Executive,8740,5569,Yes,14,80.0,2,2,High,Medium,High,Excellent,Medium
1288,1,College,Life Sciences,Male,Single,24,2c69f156-ef51-4400-bad0-4adfa18f14bd,2020-05-24 03:15:16,4,0,1,4,Y,1.0,Connecticut,0,No,Travel_Rarely,,Research & Development,1,45,2,Healthcare Representative,4617,14120,No,12,80.0,0,2,Medium,Medium,High,Excellent,Medium
1289,20,Below College,Medical,Male,Married,29,d13e9f33-68f5-4475-930a-a542f10f35b1,2020-05-26 13:05:37,4,2,7,11,,1.0,Italia,1,No,Travel_Frequently,,Research & Development,1,40,1,Laboratory Technician,3812,7003,No,13,80.0,0,3,Very High,High,Very High,Excellent,Medium
1290,8,,Human Resources,Female,Divorced,30,1795de19-8b92-4dfa-8127-a375d032ef71,2020-06-12 14:29:32,4,1,1,6,Y,6.0,Alabama,1,Yes,Travel_Frequently,600.0,Human Resources,1,66,1,Human Resources,2180,9732,No,11,80.0,1,0,High,Medium,Very High,Excellent,High
1291,8,Master,Life Sciences,Female,Married,35,26b2d599-6402-44ee-a5c8-f7e599cca4b9,2020-06-15 06:51:48,2,1,9,15,Y,1.0,Indiana,1,No,Non-Travel,208.0,Research & Development,1,52,2,Healthcare Representative,4148,12250,No,12,80.0,1,5,High,High,High,Excellent,Very High
1292,8,,Medical,Male,Divorced,28,c01f075e-84f1-44b1-8e17-86663985cb5a,2020-06-29 20:37:15,1,0,3,6,Y,1.0,Francia,0,No,Travel_Rarely,1169.0,Human Resources,1,63,1,Human Resources,4936,23965,No,13,80.0,1,6,Medium,Medium,Very High,Excellent,Very High
1293,25,Bachelor,Life Sciences,Male,Single,26,ed7597d7-92f9-4438-8f40-e7f49f5362de,2020-07-10 23:32:25,0,0,1,1,Y,1.0,Suiza,0,Yes,Travel_Rarely,1357.0,Research & Development,1,48,1,Laboratory Technician,2293,10558,No,12,80.0,0,2,Low,Low,High,Excellent,High
1294,16,Bachelor,Marketing,Female,Single,33,955fe9a8-8646-4faa-bebc-e22afa8e460e,2020-07-13 01:14:26,4,0,0,6,,5.0,Vermont,1,Yes,,118.0,Sales,1,69,2,Sales Executive,5324,26507,No,15,80.0,0,3,Low,High,Low,Excellent,High
1295,15,College,Medical,Male,Divorced,35,c0ab1698-b940-4778-9833-d9c667c32188,2020-07-16 04:49:07,4,1,2,7,Y,6.0,Texas,1,Yes,Travel_Rarely,763.0,Sales,1,59,2,Sales Executive,5440,22098,Yes,14,80.0,2,2,Low,Low,Very High,Excellent,Very High
1296,1,Bachelor,Life Sciences,Male,Single,29,253cfad7-ca10-4fc3-bd73-48fa201f7547,2020-07-19 23:02:55,1,0,2,10,Y,8.0,Nuevo México,1,No,,461.0,Research & Development,1,70,2,Healthcare Representative,6294,23060,Yes,12,,0,5,Very High,Very High,High,Excellent,Very High
1297,8,Below College,Medical,Male,Divorced,40,8dc00d57-bdaf-4ef4-bfa1-2ec658640f2d,2020-07-27 11:14:02,2,2,2,16,Y,2.0,Maine,1,No,Non-Travel,,Research & Development,1,55,3,Research Director,13757,25178,No,11,,1,5,Very High,Medium,Medium,Excellent,High
1298,2,,Marketing,Female,Single,33,5e5d62a7-602d-4675-acd3-21396f0910f0,2020-08-06 00:28:55,1,0,0,13,Y,8.0,Minnesota,1,No,Non-Travel,1283.0,Sales,1,62,2,Sales Executive,5147,10697,No,15,80.0,0,2,Very High,High,Medium,Excellent,Very High
1299,5,Bachelor,Other,Female,Single,26,5600abb8-38d2-4140-9582-51cf33a44260,2020-08-11 18:04:07,2,0,0,5,,0.0,Finlandia,0,No,Travel_Rarely,1167.0,Sales,1,30,1,Sales Representative,2966,21378,No,18,80.0,0,2,Very High,Medium,High,Excellent,Very High
1300,2,College,Other,Male,Single,37,2b5431e4-ab77-47ab-8bc0-ec4e094a7f39,2020-08-17 17:04:44,4,0,0,7,Y,6.0,Finlandia,1,Yes,Travel_Rarely,1373.0,Research & Development,1,92,1,Laboratory Technician,2090,2396,Yes,15,80.0,0,3,Very High,Medium,High,Excellent,Medium
1301,1,Bachelor,Life Sciences,Female,Married,34,17622f23-a19a-48d4-be6d-a37abb4a4c17,2020-08-18 00:42:52,3,0,1,7,Y,5.0,Croacia,0,No,Travel_Rarely,401.0,Research & Development,1,86,1,Laboratory Technician,3294,3708,No,17,,1,2,Very High,Medium,Medium,Excellent,Low
1302,19,,Technical Degree,Male,Divorced,29,a1575f5d-1122-4786-83f2-363d39a261e8,2020-08-21 17:39:23,4,0,0,8,Y,4.0,Hungría,0,No,Travel_Rarely,232.0,Research & Development,1,34,2,Manufacturing Director,4262,22645,No,12,,2,2,Very High,High,,Excellent,Medium
1303,2,,Medical,Female,Married,40,d9b38b81-a683-4a74-9faa-8dee298dbffb,2020-08-22 07:26:45,2,2,4,8,Y,1.0,Noruega,1,No,Travel_Frequently,791.0,Research & Development,1,38,2,Healthcare Representative,4244,9931,No,24,80.0,1,2,High,Very High,Medium,Outstanding,Very High
1304,17,Bachelor,Life Sciences,Male,Single,33,a9f2bb0c-ac2a-478b-8caa-99cd20620d71,2020-08-22 16:24:05,0,6,0,10,Y,1.0,Carolina del Sur,0,No,Non-Travel,,Sales,1,38,4,Manager,17444,20489,No,11,80.0,0,2,Very High,High,High,Excellent,Very High
1305,7,College,Medical,Male,Divorced,46,f608c81d-e043-4031-905e-e6e6c1918c16,2020-08-24 09:03:14,1,0,7,13,Y,6.0,Países Bajos,0,No,Travel_Rarely,566.0,Research & Development,1,75,3,Manufacturing Director,10845,24208,No,13,80.0,1,3,Very High,High,High,Excellent,Medium
1306,9,College,Medical,Female,Single,30,56ceaaee-6fad-48c0-a501-5e13d7956daa,2020-08-25 14:11:26,4,0,2,10,,7.0,Wisconsin,1,No,Non-Travel,879.0,Research & Development,1,72,2,Manufacturing Director,4695,12858,Yes,18,80.0,0,3,High,High,High,Excellent,High
1307,3,College,Medical,Male,Divorced,31,69f8c69e-f5ef-4bfa-ba73-412fb3637a35,2020-08-30 06:11:38,1,2,1,4,Y,1.0,Oregón,0,No,Non-Travel,976.0,Research & Development,1,48,1,Research Scientist,3065,3995,Yes,13,80.0,1,3,High,High,,Excellent,Very High
1308,6,Below College,Medical,Male,Married,22,ee1d2fa0-b140-4cd8-a69c-b190af11fa46,2020-09-01 21:37:57,2,1,0,3,Y,0.0,Portugal,1,No,Travel_Rarely,604.0,Research & Development,1,69,1,Research Scientist,2773,12145,No,20,80.0,0,3,Low,High,High,Outstanding,Very High
1309,2,Bachelor,Medical,Male,Married,49,dcd9215c-3818-40e6-b1cb-54fe6ea876e6,2020-09-07 19:16:39,4,0,7,17,Y,2.0,Polonia,0,No,Travel_Frequently,1023.0,Sales,1,63,2,Sales Executive,5390,13243,No,14,80.0,0,3,Very High,Medium,,Excellent,Very High
1310,25,Bachelor,Technical Degree,Male,Married,35,a2d2369f-4586-4a47-ae24-67cf7acc7290,2020-09-21 03:47:03,2,0,6,16,Y,3.0,Luisiana,1,No,Travel_Rarely,672.0,Research & Development,1,78,3,Manufacturing Director,10903,9129,No,16,80.0,0,2,Very High,Medium,,Excellent,Low
1311,1,Master,Life Sciences,Female,Single,36,c6a261da-c451-4c5d-9687-dfeb7e954edf,2020-09-26 01:35:36,1,0,0,15,Y,,Dakota del Sur,0,No,Travel_Rarely,884.0,Sales,1,73,2,Sales Executive,6815,21447,No,13,80.0,0,5,Medium,High,High,Excellent,Low
1312,9,Bachelor,Marketing,Male,Married,38,3896ab28-2d22-4ac6-bb92-13ba7f09807d,2020-09-27 15:34:33,3,0,2,3,,0.0,Alabama,1,No,Travel_Rarely,395.0,Sales,1,98,1,Sales Representative,2899,12102,No,19,80.0,1,3,Medium,Medium,Medium,Excellent,Very High
1313,20,College,Medical,Female,Married,26,37bf31c2-8758-4d3e-9b6e-07daa3433499,2020-10-09 07:14:22,4,0,1,6,Y,0.0,Países Bajos,0,Yes,Travel_Rarely,920.0,Human Resources,1,69,1,Human Resources,2148,6889,Yes,11,80.0,0,3,Very High,High,Medium,Excellent,High
1314,22,Doctor,Medical,Female,Married,54,ca4359ec-d895-4030-8ee1-3b0ebd2000b3,2020-10-14 13:59:31,1,2,3,36,Y,3.0,República Checa,1,No,Travel_Rarely,584.0,Research & Development,1,91,4,Manager,17426,18685,No,25,,1,6,Medium,High,High,Outstanding,High
1315,2,Bachelor,Life Sciences,Male,Divorced,39,8f3fc7c8-50be-4410-8fcb-adf29ed73209,2020-10-15 12:07:08,2,2,0,21,Y,7.0,Rhode Island,0,Yes,,203.0,Research & Development,1,84,4,Healthcare Representative,12169,13547,No,11,80.0,3,4,Low,High,Very High,Excellent,Very High
1316,6,College,Medical,Female,Single,51,07dda31c-353c-4645-8eee-80ba2a21845b,2020-10-23 12:27:07,2,6,2,8,,0.0,Misisipi,1,No,Travel_Frequently,968.0,Research & Development,1,40,1,Laboratory Technician,2838,4257,No,14,80.0,0,6,Medium,Medium,High,Excellent,Medium
1317,3,Bachelor,Life Sciences,Female,Divorced,34,9bc9823f-30c2-4887-9cd1-c857e4742175,2020-10-26 22:12:41,4,3,0,11,,1.0,Tennessee,0,No,Travel_Rarely,1130.0,Research & Development,1,66,2,Research Scientist,5433,19332,No,12,80.0,1,2,Very High,High,,Excellent,High
1318,10,Master,Life Sciences,Female,Single,43,d1b1ff6d-daeb-4563-9fe3-63314a51625d,2020-10-27 20:50:17,2,1,0,9,Y,0.0,Italia,0,No,Travel_Frequently,185.0,Research & Development,1,33,1,Laboratory Technician,2455,10675,No,19,80.0,0,5,High,High,Very High,Excellent,Low
1319,18,Doctor,Life Sciences,Female,Single,55,ea19f362-c4ce-47f3-b682-825c1200950e,2020-11-02 00:46:50,1,0,6,37,,3.0,Alemania,1,No,Travel_Rarely,1117.0,Sales,1,83,4,Manager,16835,9873,No,23,80.0,0,2,Low,High,Medium,Outstanding,Very High
1320,2,Bachelor,Life Sciences,Male,Single,33,bb57c7ea-a91e-4053-bc42-2319edf3c536,2020-11-08 02:45:49,0,0,0,4,Y,0.0,Suecia,0,No,Travel_Rarely,134.0,Research & Development,1,90,1,Research Scientist,2500,10515,No,14,80.0,0,2,High,High,Very High,Excellent,Low
1321,9,Master,Life Sciences,Male,Married,34,6d782473-0d75-49c5-a3b3-d1e5d72f08bb,2020-11-14 01:08:28,1,0,1,11,Y,4.0,Arkansas,1,Yes,Travel_Frequently,234.0,Research & Development,1,93,2,Laboratory Technician,5346,6208,No,17,,1,3,Very High,High,Low,Excellent,High
1322,6,Below College,Life Sciences,Female,Married,49,b5219c0b-6310-47cd-9283-616b8871d9f5,2020-11-17 15:37:09,4,0,2,30,Y,2.0,Montana,1,No,Travel_Rarely,465.0,Research & Development,1,41,4,Healthcare Representative,13966,11652,Yes,19,80.0,1,3,High,Medium,High,Excellent,Medium
1323,7,Below College,Life Sciences,Male,Married,35,ed045ca2-a424-43b8-89b7-4ddadf2adfaf,2020-11-25 02:13:25,3,0,0,1,Y,1.0,Idaho,1,No,Travel_Rarely,660.0,Sales,1,76,1,Sales Representative,2404,16192,No,13,80.0,1,3,Very High,High,High,Excellent,Low
1324,27,College,Medical,Female,Single,34,31e5ce54-206d-4e7f-96a4-4f74d1d44462,2020-11-28 03:56:30,1,0,0,9,Y,2.0,Países Bajos,0,No,Travel_Rarely,,Research & Development,1,95,1,Research Scientist,2311,5711,No,15,80.0,0,3,Very High,High,Medium,Excellent,Very High
1325,1,Bachelor,Marketing,Male,Married,35,ccb12750-9fde-4661-b613-75f39bf6cb88,2020-11-28 22:57:27,1,1,1,15,Y,9.0,Suiza,1,No,Travel_Rarely,619.0,Sales,1,85,2,Sales Executive,4717,18659,No,11,80.0,0,2,Medium,High,High,Excellent,High
1326,3,,Medical,Female,Married,28,3dfb6efb-ab7b-474a-b7c0-09643e17624c,2020-12-01 15:28:40,2,0,0,1,Y,1.0,Suecia,0,No,Travel_Rarely,1172.0,Sales,1,78,1,Sales Representative,2856,3692,No,19,80.0,1,3,Medium,High,Medium,Excellent,Very High
1327,20,College,Technical Degree,Male,Married,55,af515d60-3606-4e19-bab8-04f8a99b91e6,2020-12-15 21:07:12,2,0,0,12,,3.0,Delaware,0,No,Travel_Rarely,147.0,Research & Development,1,37,2,Laboratory Technician,5415,15972,Yes,19,80.0,1,4,Medium,High,Very High,Excellent,Very High
